1325|CASSIDY|26,590|92.64%|2.22%|0.69%|0.39%|1.41%|2.66%
1326|RUCKER|26,581|45.71%|48.46%|0.46%|0.43%|2.87%|2.07%
1327|GABRIEL|26,578|52.31%|19.60%|7.87%|0.46%|2.35%|17.41%
1328|HERRON|26,559|71.62%|22.26%|0.56%|0.57%|2.29%|2.70%
1329|MCNAMARA|26,534|95.17%|0.40%|0.70%|0.28%|1.22%|2.22%
1330|ROUSE|26,519|68.83%|25.28%|0.44%|1.03%|2.02%|2.39%
1331|BURT|26,475|79.34%|15.49%|0.62%|0.46%|1.84%|2.27%
1332|BATTLE|26,432|15.78%|77.31%|0.34%|0.34%|3.11%|3.11%
1333|GUSTAFSON|26,421|95.58%|0.24%|0.56%|0.49%|1.42%|1.71%
1334|HERBERT|26,417|71.61%|20.45%|0.78%|0.94%|2.03%|4.20%
1335|DUNBAR|26,405|64.22%|30.10%|0.60%|0.39%|2.39%|2.29%
1335|WEBBER|26,405|82.78%|11.39%|0.59%|0.59%|1.83%|2.82%
1337|BOYCE|26,376|74.15%|20.06%|0.63%|0.45%|2.26%|2.45%
1338|DEWITT|26,348|87.58%|6.84%|0.56%|0.60%|1.92%|2.49%
1339|ROSENBERG|26,307|95.18%|0.76%|0.63%|0.19%|1.02%|2.22%
1340|SIMMS|26,287|52.24%|41.27%|0.42%|0.64%|2.73%|2.70%
1341|WOODRUFF|26,286|82.02%|12.57%|0.55%|0.59%|2.13%|2.14%
1342|BRANDON|26,284|63.61%|29.10%|0.64%|0.70%|2.58%|3.37%
1343|ROMO|26,283|7.72%|0.21%|0.53%|0.39%|0.33%|90.83%
1344|HUTCHINS|26,251|78.02%|16.62%|0.54%|0.59%|2.06%|2.17%
1344|KIRKPATRICK|26,251|89.44%|5.39%|0.65%|0.45%|1.66%|2.41%
1346|CORBETT|26,246|80.45%|14.81%|0.51%|0.46%|1.57%|2.20%
1347|GRANADOS|26,187|3.69%|0.23%|0.54%|0.21%|0.13%|95.19%
1348|ROSSI|26,183|91.29%|0.65%|0.63%|0.21%|1.10%|6.12%
1349|GOSS|26,179|80.46%|14.15%|0.44%|0.76%|1.74%|2.45%
1350|LOTT|26,174|65.56%|28.62%|0.49%|0.65%|2.40%|2.28%
1351|LEYVA|26,153|4.48%|0.16%|0.89%|0.39%|0.20%|93.88%
1352|HINOJOSA|26,146|5.57%|0.12%|0.19%|0.22%|0.13%|93.77%
1353|GIL|26,112|10.52%|0.54%|1.70%|0.17%|0.23%|86.83%
1354|CRABTREE|26,104|93.91%|1.12%|0.56%|0.85%|1.79%|1.78%
1355|GRADY|26,103|70.83%|23.33%|0.57%|0.57%|2.06%|2.64%
1356|MCCLELLAN|26,060|81.00%|13.53%|0.54%|0.94%|1.93%|2.06%
1357|KUMAR|25,986|4.23%|0.94%|88.26%|0.60%|4.91%|1.07%
1358|FRASER|25,961|78.47%|15.47%|0.89%|0.59%|1.96%|2.62%
1359|RICO|25,954|8.25%|0.68%|1.77%|0.53%|0.47%|88.30%
1360|BINGHAM|25,941|82.00%|12.70%|0.46%|0.67%|1.89%|2.29%
1361|SORIANO|25,916|8.42%|0.53%|19.44%|0.16%|1.55%|69.91%
1362|STERLING|25,894|63.61%|28.49%|0.69%|0.49%|2.38%|4.35%
1363|FONSECA|25,863|18.23%|2.04%|1.07%|0.27%|0.82%|77.57%
1364|MADRID|25,854|9.65%|0.42%|3.26%|0.59%|0.64%|85.44%
1365|EMERY|25,839|88.22%|5.60%|0.67%|1.06%|1.87%|2.57%
1366|SINGER|25,828|90.38%|2.09%|0.93%|2.58%|1.47%|2.56%
1367|ARAGON|25,801|10.10%|0.38%|3.41%|1.84%|0.72%|83.55%
1368|AQUINO|25,783|11.62%|0.51%|29.93%|0.29%|2.51%|55.14%
1369|ELMORE|25,774|74.99%|19.15%|0.54%|0.50%|2.48%|2.34%
1370|WORLEY|25,758|89.62%|5.40%|0.50%|0.64%|1.80%|2.05%
1371|SIMONS|25,755|85.21%|8.65%|0.65%|0.54%|1.82%|3.13%
1372|QUEZADA|25,752|2.99%|0.23%|0.30%|0.10%|0.09%|96.29%
1373|OTT|25,738|94.06%|1.22%|0.56%|0.66%|1.44%|2.07%
1374|OCAMPO|25,720|3.18%|0.14%|14.56%|0.15%|0.89%|81.08%
1375|AVILES|25,716|5.37%|0.72%|1.22%|0.10%|0.30%|92.29%
1376|NIETO|25,701|7.32%|0.19%|0.91%|0.93%|0.34%|90.31%
1377|ERVIN|25,698|58.27%|35.60%|0.51%|0.56%|2.61%|2.45%
1378|GORE|25,648|71.02%|22.28%|1.68%|0.71%|2.33%|1.98%
1379|SHAFER|25,641|94.16%|0.80%|0.78%|0.45%|1.61%|2.20%
1380|WESTON|25,637|70.94%|22.45%|0.52%|1.41%|2.06%|2.61%
1381|XU|25,622|0.83%|0.12%|98.25%|0.02%|0.55%|0.24%
1382|PLUMMER|25,596|68.97%|24.69%|0.44%|1.37%|2.13%|2.41%
1383|MICHEL|25,578|51.10%|22.70%|0.50%|0.64%|1.53%|23.52%
1384|PAZ|25,574|7.43%|0.32%|2.98%|0.22%|0.43%|88.62%
1385|YANEZ|25,563|4.76%|0.18%|0.46%|0.38%|0.20%|94.01%
1386|GREGG|25,554|82.87%|11.22%|0.54%|1.35%|1.79%|2.23%
1387|ABRAMS|25,534|71.62%|22.14%|0.55%|0.57%|1.91%|3.21%
1388|SMART|25,528|72.84%|20.26%|0.69%|1.58%|2.15%|2.48%
1389|BEATTY|25,510|80.19%|14.26%|0.58%|0.77%|2.08%|2.13%
1390|SERNA|25,503|7.34%|0.24%|1.27%|0.34%|0.34%|90.48%
1391|MEIER|25,486|94.94%|0.28%|0.75%|0.28%|1.24%|2.51%
1392|ROBISON|25,450|88.40%|6.02%|0.44%|1.00%|1.96%|2.17%
1393|SWARTZ|25,444|95.26%|0.53%|0.59%|0.44%|1.29%|1.88%
1394|SEYMOUR|25,436|82.59%|10.89%|0.67%|1.40%|1.95%|2.50%
1395|GLEASON|25,416|92.38%|1.90%|0.72%|0.98%|1.61%|2.42%
1396|VELA|25,414|7.62%|0.28%|0.57%|0.19%|0.25%|91.09%
1397|PADGETT|25,413|88.68%|6.66%|0.40%|0.56%|1.69%|2.00%
1398|ACKERMAN|25,401|93.47%|1.41%|0.63%|0.66%|1.58%|2.26%
1399|HELLER|25,373|94.13%|1.71%|0.58%|0.19%|1.19%|2.20%
1400|ZIEGLER|25,351|92.36%|2.78%|0.71%|0.50%|1.39%|2.26%
1401|VINSON|25,341|65.57%|28.93%|0.46%|0.56%|2.35%|2.12%
1402|ELDRIDGE|25,299|81.79%|12.81%|0.46%|0.87%|2.08%|1.99%
1403|PINA|25,293|10.37%|4.99%|0.57%|0.78%|0.99%|82.31%
1404|SCHUMACHER|25,292|95.71%|0.28%|0.60%|0.41%|1.26%|1.74%
1405|AKERS|25,290|89.91%|4.77%|0.51%|0.66%|1.98%|2.17%
1406|ROE|25,286|90.91%|3.17%|1.23%|0.58%|1.71%|2.40%
1407|TOMLINSON|25,274|83.64%|10.32%|0.65%|0.55%|1.85%|2.99%
1408|MAYES|25,256|60.01%|32.34%|0.36%|0.67%|2.60%|4.04%
1409|ZHENG|25,242|0.74%|(S)|98.02%|(S)|0.92%|0.20%
1410|ALBRIGHT|25,189|89.66%|5.59%|0.49%|0.52%|1.63%|2.10%
1411|BURGOS|25,169|6.06%|1.35%|2.70%|0.10%|0.43%|89.35%
1412|SWAIN|25,157|66.17%|26.79%|1.22%|0.81%|2.40%|2.61%
1413|MANLEY|25,136|78.54%|15.40%|0.78%|0.62%|2.29%|2.39%
1414|HELTON|25,118|91.58%|3.57%|0.39%|0.78%|1.76%|1.92%
1415|SONG|25,110|1.98%|0.45%|95.15%|0.04%|1.74%|0.65%
1416|QUICK|25,091|80.91%|13.19%|0.57%|1.10%|1.94%|2.28%
1417|LESLIE|25,078|72.64%|19.47%|1.13%|1.28%|2.38%|3.10%
1418|STERN|25,074|93.69%|2.20%|0.67%|0.18%|1.16%|2.11%
1419|GIVENS|25,067|49.85%|44.13%|0.36%|0.94%|2.72%|2.01%
1420|TIPTON|25,064|87.50%|6.91%|0.50%|1.00%|2.02%|2.07%
1421|COFFMAN|24,980|92.65%|1.97%|0.50%|0.72%|1.73%|2.42%
1422|GREENWOOD|24,971|80.54%|13.59%|0.52%|0.99%|1.81%|2.56%
1423|CURRAN|24,969|95.05%|0.37%|0.66%|0.31%|1.40%|2.21%
1424|CHILDRESS|24,937|78.33%|16.39%|0.44%|0.54%|2.14%|2.16%
1425|FISH|24,924|91.87%|1.97%|0.66%|1.94%|1.66%|1.91%
1426|ELKINS|24,902|90.59%|4.10%|0.49%|0.81%|1.74%|2.28%
1427|DALEY|24,901|76.62%|17.71%|0.69%|0.40%|2.03%|2.55%
1428|LOWRY|24,895|84.59%|6.39%|0.61%|3.66%|2.07%|2.68%
1428|ANGEL|24,895|43.29%|2.82%|1.48%|0.45%|1.04%|50.91%
1430|SOLANO|24,881|9.28%|0.54%|1.77%|0.25%|0.28%|87.87%
1431|DUONG|24,870|0.83%|0.10%|96.69%|0.02%|1.60%|0.76%
1432|EDMONDS|24,857|60.79%|32.73%|0.52%|0.71%|2.92%|2.33%
1433|GOMES|24,827|53.24%|14.15%|9.61%|0.76%|4.85%|17.38%
1434|BUCKNER|24,822|67.41%|26.51%|0.44%|0.89%|2.53%|2.21%
1435|WALDEN|24,821|78.14%|16.36%|0.54%|1.03%|2.00%|1.92%
1436|HUTCHISON|24,820|90.53%|4.55%|0.47%|0.65%|1.82%|1.98%
1437|GRIGGS|24,819|69.62%|24.83%|0.46%|0.82%|2.03%|2.23%
1438|NIX|24,786|81.05%|13.29%|0.44%|0.84%|2.07%|2.31%
1439|CLIFTON|24,758|81.19%|13.11%|0.44%|0.73%|2.21%|2.33%
1440|THOMSON|24,750|89.95%|3.98%|1.27%|0.47%|1.76%|2.58%
1441|YARBROUGH|24,749|70.61%|23.73%|0.36%|0.75%|2.32%|2.23%
1442|MCCAULEY|24,743|83.62%|10.60%|0.53%|1.06%|1.92%|2.27%
1443|ELIAS|24,696|41.59%|4.80%|1.84%|0.32%|1.34%|50.11%
1444|JACOB|24,688|59.98%|10.26%|22.53%|0.97%|2.15%|4.12%
1445|MEREDITH|24,679|83.82%|11.00%|0.90%|0.40%|1.77%|2.12%
1446|MCELROY|24,668|78.93%|15.77%|0.46%|0.45%|1.94%|2.45%
1447|GROVES|24,629|84.53%|9.55%|0.52%|0.80%|2.03%|2.57%
1448|URIBE|24,612|5.13%|0.17%|0.25%|0.26%|0.18%|94.01%
1449|HOSKINS|24,581|72.60%|22.34%|0.47%|0.54%|2.01%|2.05%
1450|BOWDEN|24,560|73.29%|21.29%|0.54%|0.44%|1.97%|2.46%
1451|TATUM|24,558|55.30%|37.90%|0.37%|0.78%|2.70%|2.95%
1452|SCHAFER|24,543|95.30%|0.32%|0.55%|0.36%|1.38%|2.08%
1452|FIELD|24,543|90.45%|3.52%|1.08%|0.55%|1.69%|2.71%
1454|BUSTAMANTE|24,536|6.99%|0.26%|3.34%|0.41%|0.49%|88.51%
1455|STOVER|24,526|87.36%|7.49%|0.47%|0.88%|1.74%|2.06%
1456|TEAGUE|24,514|79.55%|14.52%|0.47%|0.91%|2.39%|2.17%
1457|GUNTER|24,513|82.06%|13.03%|0.57%|0.59%|1.81%|1.94%
1458|BURRELL|24,504|46.23%|46.91%|0.36%|0.54%|2.86%|3.10%
1459|FUNK|24,419|95.04%|0.38%|0.82%|0.29%|1.40%|2.06%
1460|CROWDER|24,396|66.54%|28.03%|0.39%|0.69%|2.27%|2.07%
1461|SCHULZ|24,385|95.29%|0.33%|0.66%|0.25%|1.23%|2.24%
1462|SANDERSON|24,384|85.69%|6.60%|0.60%|2.62%|2.18%|2.31%
1462|CANALES|24,384|6.57%|0.62%|0.72%|0.17%|0.26%|91.66%
1464|TOLBERT|24,375|44.43%|49.92%|0.26%|0.77%|2.72%|1.90%
1465|LUND|24,347|93.29%|0.35%|0.98%|0.47%|1.65%|3.26%
1466|BLUE|24,341|45.01%|45.59%|0.89%|3.09%|3.21%|2.21%
1467|KAY|24,337|85.64%|5.89%|3.47%|0.61%|1.92%|2.48%
1467|DRAPER|24,337|79.42%|13.86%|0.57%|1.82%|1.89%|2.43%
1469|SHAPIRO|24,335|96.05%|0.35%|0.73%|0.06%|1.05%|1.77%
1470|WHALEN|24,262|93.29%|2.02%|0.70%|0.47%|1.43%|2.09%
1471|NAVARRETE|24,259|3.35%|0.22%|1.45%|0.07%|0.17%|94.74%
1472|GAMEZ|24,256|4.26%|0.23%|0.43%|0.16%|0.10%|94.82%
1473|SWIFT|24,249|78.16%|15.93%|0.57%|0.92%|2.01%|2.40%
1474|INMAN|24,222|88.35%|6.62%|0.58%|0.64%|1.65%|2.15%
1475|CREWS|24,219|75.32%|19.29%|0.50%|0.48%|2.09%|2.31%
1476|KURTZ|24,216|94.87%|1.15%|0.57%|0.30%|1.42%|1.70%
1477|STROUD|24,211|77.73%|16.93%|0.55%|0.63%|2.11%|2.05%
1478|BLANTON|24,154|84.03%|11.61%|0.37%|0.49%|1.66%|1.84%
1479|REECE|24,145|79.54%|14.43%|0.48%|0.99%|2.28%|2.29%
1480|LIANG|24,140|1.44%|(S)|96.72%|(S)|1.19%|0.46%
1481|FRANCISCO|24,095|29.20%|3.48%|19.00%|4.50%|1.90%|41.92%
1482|CROW|24,089|89.27%|2.76%|0.52%|2.35%|2.37%|2.73%
1483|BLOOM|24,081|92.98%|2.19%|0.64%|0.35%|1.37%|2.47%
1484|SUN|24,058|2.59%|0.26%|94.46%|0.26%|1.67%|0.76%
1485|TOMPKINS|24,056|84.15%|10.59%|0.61%|0.57%|1.80%|2.29%
1486|JUNG|24,026|28.40%|0.49%|67.76%|0.15%|1.79%|1.42%
1487|NANCE|24,018|71.75%|22.71%|0.47%|0.67%|2.16%|2.24%
1488|ANAYA|24,017|6.03%|0.43%|0.39%|0.38%|0.27%|92.50%
1489|MCKINLEY|24,000|74.48%|19.86%|0.56%|0.96%|1.75%|2.38%
1490|OLIVARES|23,982|3.89%|0.22%|0.98%|0.14%|0.16%|94.62%
1491|NEWSOME|23,958|57.53%|37.88%|0.32%|0.30%|2.12%|1.85%
1492|THURMAN|23,950|70.40%|23.54%|0.44%|0.78%|2.23%|2.62%
1493|HELMS|23,949|91.30%|4.43%|0.33%|0.63%|1.70%|1.61%
1494|METCALF|23,946|86.74%|7.83%|0.51%|0.99%|1.88%|2.04%
1495|GOLDMAN|23,940|91.58%|4.15%|0.61%|0.33%|1.13%|2.21%
1496|SCHMITZ|23,931|96.03%|0.30%|0.61%|0.27%|1.01%|1.78%
1497|CROUCH|23,923|90.30%|5.38%|0.56%|0.51%|1.40%|1.85%
1498|MCMANUS|23,909|89.56%|5.27%|0.71%|0.38%|1.57%|2.51%
1499|AREVALO|23,895|4.07%|0.30%|2.98%|0.10%|0.25%|92.30%
1500|HORNER|23,881|91.67%|2.95%|0.54%|0.71%|1.76%|2.37%
1501|CONKLIN|23,846|93.04%|1.25%|0.64%|0.86%|1.80%|2.42%
1502|HOLBROOK|23,843|91.52%|4.12%|0.40%|0.51%|1.47%|1.98%
1502|NEELY|23,843|71.21%|23.81%|0.47%|0.39%|2.23%|1.90%
1504|HOLLINGSWORTH|23,831|80.63%|14.44%|0.48%|0.40%|1.82%|2.22%
1505|CLEMENT|23,830|81.28%|11.37%|1.24%|1.07%|1.85%|3.18%
1506|DEVINE|23,775|87.43%|7.26%|0.64%|0.54%|1.64%|2.49%
1507|CROCKETT|23,769|61.67%|32.34%|0.48%|0.53%|2.74%|2.24%
1508|BENAVIDES|23,761|6.04%|0.29%|0.56%|0.13%|0.16%|92.82%
1509|BULLARD|23,755|71.25%|17.21%|0.48%|6.74%|2.08%|2.25%
1510|LOUIS|23,738|23.42%|65.50%|2.70%|1.20%|3.04%|4.14%
1511|STEINER|23,735|94.64%|0.87%|0.64%|0.23%|1.20%|2.41%
1512|COATES|23,725|69.11%|24.65%|0.59%|0.45%|2.09%|3.10%
1513|DREW|23,722|75.92%|17.86%|0.69%|0.66%|2.23%|2.64%
1514|BOWLES|23,713|80.77%|13.54%|0.56%|0.54%|2.18%|2.40%
1515|PAYTON|23,670|53.59%|39.93%|0.36%|0.86%|2.90%|2.36%
1516|CHAPPELL|23,634|75.20%|19.65%|0.54%|0.50%|2.17%|1.95%
1517|AMOS|23,621|62.61%|29.30%|0.89%|2.07%|2.38%|2.74%
1518|HAGEN|23,616|93.91%|1.00%|0.68%|0.43%|1.67%|2.32%
1519|PHIPPS|23,610|81.79%|12.53%|0.55%|0.58%|1.87%|2.69%
1520|SELF|23,595|88.29%|5.51%|0.46%|1.36%|1.89%|2.49%
1521|LARKIN|23,578|82.19%|12.12%|0.59%|0.45%|1.90%|2.77%
1522|POE|23,563|80.15%|12.52%|2.32%|0.82%|2.15%|2.05%
1523|PRITCHARD|23,549|88.65%|6.17%|0.87%|0.39%|1.72%|2.19%
1524|MASTERS|23,533|90.76%|3.12%|0.76%|0.78%|1.78%|2.80%
1525|GUNN|23,524|67.84%|25.98%|0.99%|0.57%|2.38%|2.23%
1526|JEFFRIES|23,510|63.75%|29.61%|0.51%|0.88%|2.93%|2.33%
1527|DOOLEY|23,481|87.82%|7.11%|0.49%|0.65%|1.59%|2.35%
1528|PAGAN|23,474|11.99%|2.07%|0.71%|0.09%|0.54%|84.60%
1529|MCGHEE|23,461|44.63%|48.21%|0.40%|1.66%|3.07%|2.02%
1530|POST|23,458|93.77%|1.27%|0.66%|0.70%|1.59%|2.01%
1531|MONTALVO|23,454|7.29%|0.72%|0.37%|0.16%|0.26%|91.21%
1532|ZHOU|23,437|0.98%|0.18%|98.20%|(S)|0.51%|(S)
1533|PRADO|23,436|7.29%|0.42%|3.00%|0.15%|0.29%|88.85%
1534|HEARD|23,408|39.13%|54.52%|0.40%|0.40%|3.13%|2.43%
1535|LORD|23,405|88.19%|5.36%|0.92%|0.57%|1.88%|3.08%
1536|THAO|23,404|0.77%|(S)|96.81%|(S)|1.73%|0.54%
1537|CONNELLY|23,398|91.99%|3.03%|0.68%|0.58%|1.38%|2.34%
1538|DRISCOLL|23,385|94.03%|1.55%|0.61%|0.24%|1.16%|2.41%
1539|DUBOIS|23,366|86.22%|6.30%|0.68%|1.51%|1.98%|3.30%
1540|FELDMAN|23,356|95.14%|0.43%|0.50%|0.08%|0.95%|2.90%
1541|COKER|23,348|82.08%|12.28%|0.42%|1.25%|1.70%|2.28%
1542|DICKEY|23,320|81.71%|12.96%|0.70%|0.52%|2.00%|2.11%
1543|POLLOCK|23,310|87.00%|7.12%|0.68%|0.58%|1.46%|3.16%
1544|KIMBALL|23,293|92.72%|2.29%|0.75%|0.48%|1.54%|2.23%
1545|RAINEY|23,291|63.18%|31.76%|0.34%|0.68%|2.07%|1.97%
1546|IVEY|23,263|71.62%|22.66%|0.44%|1.04%|2.04%|2.21%
1547|GEE|23,241|54.31%|19.60%|20.20%|0.58%|3.01%|2.29%
1548|BUTTS|23,227|65.41%|29.82%|0.35%|0.36%|1.99%|2.06%
1549|MAHER|23,222|93.91%|0.47%|1.21%|0.33%|1.62%|2.47%
1550|JEWELL|23,187|88.74%|6.43%|0.43%|0.57%|1.79%|2.04%
1551|BARRAGAN|23,176|3.76%|0.19%|0.13%|0.19%|0.08%|95.65%
1552|MACHADO|23,170|40.39%|0.89%|1.59%|0.42%|1.39%|55.32%
1553|RUBIN|23,165|88.22%|5.92%|1.36%|0.10%|1.26%|3.13%
1554|REYNOSO|23,143|3.48%|0.32%|1.60%|0.16%|0.17%|94.28%
1555|WESLEY|23,135|41.86%|48.95%|0.92%|2.76%|3.05%|2.47%
1556|HIDALGO|23,134|9.52%|0.29%|3.79%|0.13%|0.48%|85.79%
1557|CABRAL|23,128|44.82%|2.70%|3.87%|0.33%|2.17%|46.11%
1558|SAMUEL|23,125|23.04%|53.60%|15.76%|0.91%|2.87%|3.83%
1559|LACY|23,110|63.22%|30.15%|0.54%|0.72%|2.67%|2.69%
1560|GALLO|23,056|74.48%|0.95%|1.42%|0.12%|1.01%|22.02%
1561|EGAN|23,048|94.48%|0.58%|1.01%|0.33%|1.24%|2.36%
1562|ALDRIDGE|23,034|80.09%|15.06%|0.36%|0.63%|1.88%|1.96%
1563|SWENSON|23,009|95.49%|0.51%|0.66%|0.36%|1.33%|1.65%
1564|SWAN|23,001|79.17%|12.91%|0.92%|2.19%|2.39%|2.43%
1565|STRATTON|22,983|90.31%|4.65%|0.60%|0.48%|1.77%|2.19%
1565|HINKLE|22,983|90.05%|5.52%|0.59%|0.54%|1.45%|1.85%
1567|BUTCHER|22,978|84.60%|9.04%|0.49%|1.12%|1.88%|2.87%
1568|ORNELAS|22,969|6.12%|0.22%|0.22%|0.27%|0.18%|92.99%
1569|FORREST|22,954|73.39%|20.34%|0.64%|0.73%|2.44%|2.46%
1570|COLBERT|22,940|45.91%|45.48%|0.45%|1.99%|3.58%|2.59%
1571|ALEMAN|22,927|7.83%|0.44%|0.28%|0.08%|0.17%|91.19%
1572|RODRIQUEZ|22,892|7.25%|1.77%|0.45%|0.73%|0.37%|89.42%
1573|ARRINGTON|22,840|51.21%|43.21%|0.35%|0.55%|2.61%|2.07%
1574|GOINS|22,837|66.43%|25.18%|0.32%|2.46%|3.37%|2.25%
1575|WHALEY|22,833|80.79%|14.70%|0.60%|0.44%|1.80%|1.68%
1576|ESPOSITO|22,789|93.58%|0.34%|0.42%|0.11%|0.68%|4.88%
1577|NEFF|22,764|94.78%|1.02%|0.67%|0.42%|1.33%|1.79%
1578|MEAD|22,727|91.36%|2.58%|0.99%|0.70%|1.74%|2.63%
1579|CASILLAS|22,710|5.02%|0.18%|0.23%|0.33%|0.20%|94.05%
1580|LILLY|22,662|76.97%|17.21%|0.60%|0.75%|2.00%|2.46%
1581|BIGGS|22,641|81.54%|12.89%|0.45%|0.68%|1.83%|2.60%
1582|YEAGER|22,634|93.95%|1.70%|0.54%|0.61%|1.34%|1.86%
1583|GODWIN|22,628|81.14%|12.47%|0.63%|1.70%|1.97%|2.09%
1584|SPRAGUE|22,610|93.62%|0.92%|0.62%|0.78%|1.61%|2.45%
1585|ROSEN|22,596|94.48%|0.63%|0.83%|0.33%|1.03%|2.70%
1586|QUINTANILLA|22,581|4.33%|0.34%|1.85%|0.14%|0.45%|92.89%
1587|OTTO|22,558|92.73%|2.06%|1.18%|0.60%|1.19%|2.23%
1588|BILLINGS|22,553|82.66%|11.37%|0.63%|0.95%|1.90%|2.48%
1589|CONNELL|22,552|91.78%|3.41%|0.54%|0.43%|1.44%|2.40%
1590|TEMPLE|22,549|79.75%|14.58%|0.85%|0.43%|2.12%|2.28%
1591|BOSWELL|22,540|77.11%|16.31%|0.51%|1.37%|2.37%|2.33%
1592|COLVIN|22,499|75.23%|18.65%|0.56%|0.64%|2.07%|2.84%
1592|KOENIG|22,499|94.87%|0.35%|0.66%|0.65%|1.22%|2.25%
1594|ERWIN|22,496|87.78%|6.17%|0.76%|0.85%|1.75%|2.68%
1595|TELLEZ|22,494|4.50%|0.16%|0.30%|0.19%|0.09%|94.76%
1596|NORWOOD|22,461|52.53%|41.38%|0.41%|0.65%|2.70%|2.33%
1597|MILLIGAN|22,416|80.97%|12.04%|0.46%|1.03%|2.03%|3.46%
1598|AMES|22,385|84.65%|7.88%|0.96%|0.62%|1.89%|4.00%
1599|PURCELL|22,383|86.70%|6.81%|1.34%|0.50%|1.86%|2.79%
1600|LUDWIG|22,380|95.04%|0.25%|0.92%|0.20%|1.37%|2.21%
1601|SOUZA|22,373|80.98%|2.70%|3.09%|0.29%|5.02%|7.92%
1602|HUGGINS|22,371|66.29%|27.01%|0.54%|1.14%|2.27%|2.76%
1603|AMADOR|22,370|7.78%|0.36%|1.48%|0.34%|0.32%|89.72%
1604|DUNHAM|22,362|85.12%|9.85%|0.52%|0.65%|1.93%|1.94%
1605|GOODE|22,356|61.32%|32.26%|0.45%|0.97%|2.42%|2.57%
1606|KAUFFMAN|22,353|95.92%|0.51%|0.61%|0.19%|1.06%|1.72%
1607|PIPER|22,329|86.35%|8.04%|0.68%|0.93%|1.85%|2.15%
1607|OLEARY|22,329|93.69%|1.03%|0.77%|0.42%|1.50%|2.59%
1609|CUELLAR|22,324|7.17%|0.30%|0.40%|0.30%|0.23%|91.61%
1610|STEWARD|22,318|55.49%|37.76%|0.43%|0.65%|3.12%|2.55%
1611|WINN|22,316|75.28%|18.00%|1.30%|0.81%|2.31%|2.31%
1612|GARY|22,310|47.41%|46.31%|0.66%|0.50%|2.44%|2.68%
1613|ZHAO|22,301|0.96%|0.13%|98.11%|0.02%|0.52%|0.26%
1614|SEWELL|22,294|69.47%|24.23%|0.65%|0.64%|2.61%|2.40%
1615|BROWNE|22,289|66.90%|25.70%|1.02%|0.39%|2.85%|3.14%
1616|RAMEY|22,287|84.77%|10.19%|0.38%|0.60%|1.93%|2.13%
1617|DAVISON|22,276|79.42%|13.93%|0.62%|0.72%|2.30%|3.01%
1618|CLIFFORD|22,245|89.17%|3.70%|0.74%|1.84%|1.60%|2.96%
1619|STAHL|22,211|95.22%|0.25%|0.61%|0.36%|1.25%|2.31%
1619|YBARRA|22,211|10.33%|0.30%|0.40%|0.60%|0.31%|88.06%
1621|SAMUELS|22,207|38.83%|53.38%|0.73%|1.22%|2.70%|3.13%
1622|DUKES|22,187|43.87%|50.72%|0.29%|0.29%|2.30%|2.53%
1623|SHERIDAN|22,177|91.14%|3.55%|0.62%|0.96%|1.44%|2.29%
1623|SNELL|22,177|75.29%|17.34%|0.60%|1.68%|1.98%|3.11%
1625|VICKERS|22,176|79.07%|15.89%|0.42%|0.52%|2.11%|1.98%
1626|CARTWRIGHT|22,156|77.00%|16.69%|0.56%|0.74%|2.68%|2.33%
1627|LINK|22,137|91.24%|4.35%|0.81%|0.41%|1.36%|1.82%
1628|BLACKMON|22,130|47.79%|47.24%|0.27%|0.49%|2.45%|1.77%
1629|BUNCH|22,117|78.72%|15.48%|0.50%|1.26%|1.96%|2.08%
1630|GRIMM|22,103|94.87%|0.82%|0.67%|0.36%|1.24%|2.04%
1631|MEADE|22,091|87.03%|7.19%|0.81%|0.47%|1.79%|2.72%
1632|SILVER|22,052|80.33%|11.89%|0.84%|1.95%|1.89%|3.10%
1633|OJEDA|22,045|4.75%|0.44%|0.86%|0.11%|0.19%|93.65%
1634|GEIGER|22,039|89.64%|6.23%|0.57%|0.20%|1.42%|1.94%
1635|DODGE|22,035|92.43%|0.75%|0.69%|1.60%|1.80%|2.72%
1635|KRAFT|22,035|94.30%|0.69%|0.70%|0.55%|1.56%|2.21%
1637|LUJAN|22,021|9.03%|0.25%|1.21%|2.47%|0.80%|86.24%
1638|BABCOCK|22,016|94.17%|0.59%|0.72%|0.49%|1.63%|2.41%
1639|HAND|22,006|88.84%|5.94%|0.73%|0.70%|1.73%|2.05%
1640|WINKLER|21,993|93.78%|1.61%|0.59%|0.41%|1.35%|2.26%
1641|PAINTER|21,969|94.12%|1.04%|0.66%|0.84%|1.54%|1.79%
1642|REGAN|21,951|92.93%|1.87%|0.91%|0.34%|1.36%|2.59%
1643|BRAGG|21,934|80.74%|14.28%|0.41%|0.36%|2.21%|2.01%
1644|ENGEL|21,933|95.20%|0.26%|0.58%|0.33%|1.29%|2.33%
1645|VALADEZ|21,859|4.75%|0.18%|0.18%|0.25%|0.17%|94.46%
1646|CARBAJAL|21,838|4.06%|0.38%|0.52%|0.22%|0.12%|94.68%
1647|REDMOND|21,834|66.28%|28.70%|0.50%|0.31%|1.95%|2.26%
1648|JARRETT|21,821|68.37%|26.22%|0.43%|0.54%|2.33%|2.10%
